  -2.5000050e+00   2.5000012e+00   6.8275137e-06
  -2.5000050e+00   2.5000012e+00   6.9479621e-06
  -2.5000050e+00   2.5000013e+00   7.0684106e-06
  -2.5000050e+00   2.5000013e+00   7.0684106e-06
  -2.5000050e+00   2.5000013e+00   7.1925095e-06
  -2.5000049e+00   2.5000013e+00   7.3129585e-06
  -2.4995079e+00   2.5000014e+00   8.2450415e-06
  -2.4979831e+00   2.5000014e+00   8.2169381e-06
  -2.4955191e+00   2.5000014e+00   7.8074006e-06
  -2.4920926e+00   2.5000012e+00   6.6827656e-06
  -2.4875830e+00   2.5000008e+00   4.2479443e-06
  -2.4823161e+00   2.5000001e+00  -1.8881819e-07
  -2.4762772e+00   2.4999996e+00  -3.0335581e-06
  -2.4762772e+00   2.4999996e+00  -3.0335581e-06
  -2.4629034e+00   2.4999995e+00  -4.0053486e-06
  -2.4563028e+00   2.4999992e+00  -5.3414935e-06
  -2.4495264e+00   2.4999995e+00  -3.9436200e-06
  -2.4429292e+00   2.4999995e+00  -3.3426897e-06
  -2.4429292e+00   2.4999995e+00  -3.3426897e-06
  -2.4363376e+00   2.4999995e+00  -3.4661440e-06
  -2.4295469e+00   2.4999994e+00  -3.8839058e-06
  -2.4229545e+00   2.4999994e+00  -4.3768698e-06
  -2.4163602e+00   2.4999993e+00  -4.8043306e-06
  -2.4095636e+00   2.4999992e+00  -5.1992728e-06
  -2.4029645e+00   2.4999992e+00  -5.5863051e-06
  -2.3963634e+00   2.4999992e+00  -5.5029493e-06
  -2.3895597e+00   2.4999991e+00  -5.8928433e-06
  -2.3829536e+00   2.4999990e+00  -6.3058691e-06
  -2.3763454e+00   2.4999990e+00  -6.7575748e-06
  -2.3695357e+00   2.4999989e+00  -7.2196128e-06
  -2.3629281e+00   2.4999988e+00  -7.5259549e-06
  -2.3629281e+00   2.4999988e+00  -7.5259549e-06
  -2.3495306e+00   2.4999984e+00  -1.0374274e-05
  -2.3429517e+00   2.4999988e+00  -7.8157992e-06
  -2.3429517e+00   2.4999988e+00  -7.8157992e-06
  -2.3363545e+00   2.4999987e+00  -7.9822456e-06
  -2.3295639e+00   2.4999987e+00  -8.3323692e-06
  -2.3229724e+00   2.4999986e+00  -9.0171010e-06
  -2.3163791e+00   2.4999984e+00  -9.6849763e-06
  -2.3095839e+00   2.4999983e+00  -1.0316643e-05
  -2.3029861e+00   2.4999982e+00  -1.0911028e-05
  -2.2963861e+00   2.4999982e+00  -1.1295314e-05
  -2.2895838e+00   2.4999981e+00  -1.1690358e-05
  -2.2829791e+00   2.4999980e+00  -1.2328277e-05
  -2.2763721e+00   2.4999979e+00  -1.3011034e-05
  -2.2695627e+00   2.4999978e+00  -1.3759199e-05
  -2.2629538e+00   2.4999977e+00  -1.4435872e-05
  -2.2563476e+00   2.4999976e+00  -1.5001663e-05
  -2.2495460e+00   2.4999973e+00  -1.6757551e-05
  -2.2429664e+00   2.4999973e+00  -1.6624543e-05
  -2.2363710e+00   2.4999974e+00  -1.6026973e-05
  -2.2363710e+00   2.4999974e+00  -1.6026973e-05
  -2.2295806e+00   2.4999973e+00  -1.6619430e-05
  -2.2229897e+00   2.4999971e+00  -1.7516970e-05
  -2.2163975e+00   2.4999969e+00  -1.8577945e-05
  -2.2096035e+00   2.4999968e+00  -1.9629904e-05
  -2.2096035e+00   2.4999968e+00  -1.9629904e-05
  -2.2030070e+00   2.4999966e+00  -2.0624402e-05
  -2.1964082e+00   2.4999964e+00  -2.1648619e-05
  -2.1896072e+00   2.4999963e+00  -2.2252258e-05
  -2.1896072e+00   2.4999963e+00  -2.2252258e-05
  -2.1763981e+00   2.4999960e+00  -2.4431629e-05
  -2.1695898e+00   2.4999958e+00  -2.5656711e-05
  -2.1629803e+00   2.4999956e+00  -2.6892815e-05
  -2.1563725e+00   2.4999954e+00  -2.8032881e-05
  -2.1495678e+00   2.4999952e+00  -2.9284124e-05
  -2.1429720e+00   2.4999946e+00  -3.3023226e-05
  -2.1363966e+00   2.4999949e+00  -3.1106735e-05
  -2.1363966e+00   2.4999949e+00  -3.1106735e-05
  -2.1295979e+00   2.4999947e+00  -3.2240681e-05
  -2.1164152e+00   2.4999942e+00  -3.4723007e-05
  -2.1096224e+00   2.4999939e+00  -3.6510239e-05
  -2.1096224e+00   2.4999939e+00  -3.6510239e-05
  -2.1030272e+00   2.4999936e+00  -3.8232311e-05
  -2.0964297e+00   2.4999934e+00  -3.9969890e-05
  -2.0896298e+00   2.4999931e+00  -4.1618257e-05
  -2.0896298e+00   2.4999931e+00  -4.1618257e-05
  -2.0830279e+00   2.4999928e+00  -4.3216825e-05
  -2.0764235e+00   2.4999925e+00  -4.5144180e-05
  -2.0696164e+00   2.4999922e+00  -4.7224943e-05
  -2.0630075e+00   2.4999918e+00  -4.9349776e-05
  -2.0563984e+00   2.4999915e+00  -5.1513404e-05
  -2.0563984e+00   2.4999915e+00  -5.1513404e-05
  -2.0495916e+00   2.4999911e+00  -5.3700789e-05
  -2.0429894e+00   2.4999906e+00  -5.6799197e-05
  -2.0364061e+00   2.4999902e+00  -5.9339834e-05
  -2.0296140e+00   2.4999900e+00  -6.0206866e-05
  -2.0230235e+00   2.4999897e+00  -6.1038342e-05
  -2.0164325e+00   2.4999893e+00  -6.3507536e-05
  -2.0096407e+00   2.4999888e+00  -6.6528407e-05
  -2.0096407e+00   2.4999888e+00  -6.6528407e-05
  -2.0030466e+00   2.4999883e+00  -6.9529196e-05
  -1.9964504e+00   2.4999878e+00  -7.2580250e-05
  -1.9896519e+00   2.4999873e+00  -7.5822651e-05
  -1.9896519e+00   2.4999873e+00  -7.5822651e-05
  -1.9830512e+00   2.4999868e+00  -7.8610949e-05
  -1.9764481e+00   2.4999863e+00  -8.1980995e-05
  -1.9696424e+00   2.4999857e+00  -8.5604647e-05
  -1.9696424e+00   2.4999857e+00  -8.5604647e-05
  -1.9630345e+00   2.4999851e+00  -8.9286762e-05
  -1.9564251e+00   2.4999845e+00  -9.3135772e-05
  -1.9564251e+00   2.4999845e+00  -9.3135772e-05
  -1.9496167e+00   2.4999838e+00  -9.7157912e-05
  -1.9430117e+00   2.4999831e+00  -1.0123737e-04
  -1.9364141e+00   2.4999820e+00  -1.0815879e-04
  -1.9364141e+00   2.4999820e+00  -1.0815879e-04
  -1.9296406e+00   2.4999818e+00  -1.0979497e-04
  -1.9230415e+00   2.4999810e+00  -1.1373161e-04
  -1.9164495e+00   2.4999803e+00  -1.1428355e-04
  -1.9096585e+00   2.4999795e+00  -1.1867311e-04
  -1.9030656e+00   2.4999787e+00  -1.2381039e-04
  -1.8964706e+00   2.4999778e+00  -1.2912594e-04
  -1.8896734e+00   2.4999769e+00  -1.3477092e-04
  -1.8896734e+00   2.4999769e+00  -1.3477092e-04
  -1.8830738e+00   2.4999760e+00  -1.4019197e-04
  -1.8764721e+00   2.4999751e+00  -1.4587840e-04
  -1.8696677e+00   2.4999741e+00  -1.5219164e-04
  -1.8630611e+00   2.4999731e+00  -1.5857974e-04
  -1.8564524e+00   2.4999720e+00  -1.6524572e-04
  -1.8564524e+00   2.4999720e+00  -1.6524572e-04
  -1.8430359e+00   2.4999697e+00  -1.7957007e-04
  -1.8364331e+00   2.4999683e+00  -1.8780664e-04
  -1.8296471e+00   2.4999668e+00  -1.9712871e-04
  -1.8230591e+00   2.4999658e+00  -2.0338672e-04
  -1.8230591e+00   2.4999658e+00  -2.0338672e-04
  -1.8096766e+00   2.4999631e+00  -2.0543363e-04
  -1.8096766e+00   2.4999631e+00  -2.0543363e-04
  -1.8030847e+00   2.4999617e+00  -2.1063795e-04
  -1.7964908e+00   2.4999604e+00  -2.1884557e-04
  -1.7896949e+00   2.4999588e+00  -2.2827267e-04
  -1.7830965e+00   2.4999573e+00  -2.3776011e-04
  -1.7764961e+00   2.4999557e+00  -2.4651623e-04
  -1.7696931e+00   2.4999540e+00  -2.5651060e-04
  -1.7696931e+00   2.4999540e+00  -2.5651060e-04
  -1.7630878e+00   2.4999523e+00  -2.6670969e-04
  -1.7564801e+00   2.4999505e+00  -2.7681076e-04
  -1.7496704e+00   2.4999486e+00  -2.8661584e-04
  -1.7430620e+00   2.4999466e+00  -2.9511565e-04
  -1.7364567e+00   2.4999446e+00  -3.0336734e-04
  -1.7364567e+00   2.4999446e+00  -3.0336734e-04
  -1.7296579e+00   2.4999421e+00  -3.1871598e-04
  -1.7230844e+00   2.4999403e+00  -3.2987010e-04
  -1.7164866e+00   2.4999381e+00  -3.3503078e-04
  -1.7096948e+00   2.4999358e+00  -3.3357211e-04
  -1.7031037e+00   2.4999337e+00  -3.3582475e-04
  -1.7031037e+00   2.4999337e+00  -3.3582475e-04
  -1.6965110e+00   2.4999314e+00  -3.4079781e-04
  -1.6831192e+00   2.4999268e+00  -3.5971810e-04
  -1.6765199e+00   2.4999244e+00  -3.6867458e-04
  -1.6697184e+00   2.4999219e+00  -3.7536464e-04
  -1.6631144e+00   2.4999194e+00  -3.8302736e-04
  -1.6631144e+00   2.4999194e+00  -3.8302736e-04
  -1.6496991e+00   2.4999141e+00  -3.9966369e-04
  -1.6430897e+00   2.4999114e+00  -4.0786672e-04
  -1.6364825e+00   2.4999086e+00  -4.1528481e-04
  -1.6296790e+00   2.4999057e+00  -4.2696490e-04
  -1.6296790e+00   2.4999057e+00  -4.2696490e-04
  -1.6230897e+00   2.4999025e+00  -4.4679051e-04
  -1.6165072e+00   2.4999000e+00  -4.6265831e-04
  -1.6097131e+00   2.4998967e+00  -4.5895488e-04
  -1.6031223e+00   2.4998937e+00  -4.5858943e-04
  -1.5965305e+00   2.4998907e+00  -4.6043188e-04
  -1.5897371e+00   2.4998876e+00  -4.6513573e-04
  -1.5831413e+00   2.4998845e+00  -4.7226402e-04
  -1.5765431e+00   2.4998814e+00  -4.8104469e-04
  -1.5697429e+00   2.4998781e+00  -4.8603733e-04
  -1.5631403e+00   2.4998748e+00  -4.9155719e-04
  -1.5631403e+00   2.4998748e+00  -4.9155719e-04
  -1.5565352e+00   2.4998716e+00  -4.9801142e-04
  -1.5497275e+00   2.4998682e+00  -5.0523030e-04
  -1.5431181e+00   2.4998648e+00  -5.1242565e-04
  -1.5365095e+00   2.4998613e+00  -5.1983735e-04
  -1.5365095e+00   2.4998613e+00  -5.1983735e-04
  -1.5297036e+00   2.4998577e+00  -5.2753853e-04
  -1.5231037e+00   2.4998540e+00  -5.4650836e-04
  -1.5165282e+00   2.4998505e+00  -5.6809219e-04
  -1.5165282e+00   2.4998505e+00  -5.6809219e-04
  -1.5097316e+00   2.4998466e+00  -5.7827891e-04
  -1.5031397e+00   2.4998428e+00  -5.7715285e-04
  -1.4897564e+00   2.4998351e+00  -5.7863855e-04
  -1.4897564e+00   2.4998351e+00  -5.7863855e-04
  -1.4831619e+00   2.4998313e+00  -5.8290760e-04
  -1.4765650e+00   2.4998274e+00  -5.8921436e-04
  -1.4765650e+00   2.4998274e+00  -5.8921436e-04
  -1.4697659e+00   2.4998234e+00  -5.9533691e-04
  -1.4631647e+00   2.4998194e+00  -5.9889598e-04
  -1.4565609e+00   2.4998155e+00  -6.0375825e-04
  -1.4497546e+00   2.4998113e+00  -6.0972396e-04
  -1.4431462e+00   2.4998073e+00  -6.1608503e-04
  -1.4365366e+00   2.4998031e+00  -6.2299319e-04
  -1.4365366e+00   2.4998031e+00  -6.2299319e-04
  -1.4297289e+00   2.4997988e+00  -6.2998572e-04
  -1.4297289e+00   2.4997988e+00  -6.2998572e-04
  -1.4231251e+00   2.4997946e+00  -6.3990704e-04
  -1.4165326e+00   2.4997900e+00  -6.6768977e-04
  -1.4097536e+00   2.4997858e+00  -6.9323066e-04
  -1.4031573e+00   2.4997812e+00  -6.9111705e-04
  -1.3965664e+00   2.4997766e+00  -6.8895843e-04
  -1.3897751e+00   2.4997719e+00  -6.8938119e-04
  -1.3831817e+00   2.4997674e+00  -6.9152830e-04
  -1.3765861e+00   2.4997628e+00  -6.9563437e-04
  -1.3765861e+00   2.4997628e+00  -6.9563437e-04
  -1.3631882e+00   2.4997534e+00  -7.0476004e-04
  -1.3631882e+00   2.4997534e+00  -7.0476004e-04
  -1.3565859e+00   2.4997488e+00  -7.0834305e-04
  -1.3497809e+00   2.4997439e+00  -7.1311917e-04
  -1.3431736e+00   2.4997392e+00  -7.1861841e-04
  -1.3365644e+00   2.4997344e+00  -7.2465272e-04
  -1.3297553e+00   2.4997294e+00  -7.3157225e-04
  -1.3231492e+00   2.4997245e+00  -7.3848449e-04
  -1.3165482e+00   2.4997195e+00  -7.5732332e-04
  -1.3165482e+00   2.4997195e+00  -7.5732332e-04
  -1.3097705e+00   2.4997143e+00  -7.8928526e-04
  -1.3031749e+00   2.4997091e+00  -8.0014685e-04
  -1.2965838e+00   2.4997038e+00  -8.0137909e-04
  -1.2897931e+00   2.4996984e+00  -7.9947549e-04
  -1.2832008e+00   2.4996931e+00  -8.0001772e-04
  -1.2766065e+00   2.4996878e+00  -8.0237058e-04
  -1.2698099e+00   2.4996824e+00  -8.0657283e-04
  -1.2698099e+00   2.4996824e+00  -8.0657283e-04
  -1.2632110e+00   2.4996770e+00  -8.1118179e-04
  -1.2566100e+00   2.4996717e+00  -8.1344416e-04
  -1.2566100e+00   2.4996717e+00  -8.1344416e-04
  -1.2432005e+00   2.4996607e+00  -8.2177436e-04
  -1.2432005e+00   2.4996607e+00  -8.2177436e-04
  -1.2365923e+00   2.4996552e+00  -8.2720530e-04
  -1.2297825e+00   2.4996495e+00  -8.3357400e-04
  -1.2231747e+00   2.4996440e+00  -8.3996714e-04
  -1.2165703e+00   2.4996384e+00  -8.4864068e-04
  -1.2165703e+00   2.4996384e+00  -8.4864068e-04
  -1.2097758e+00   2.4996322e+00  -8.8167137e-04
  -1.2032001e+00   2.4996268e+00  -9.1498133e-04
  -1.1966018e+00   2.4996206e+00  -9.1490769e-04
  -1.1898108e+00   2.4996144e+00  -9.1111787e-04
  -1.1832193e+00   2.4996084e+00  -9.1053480e-04
  -1.1832193e+00   2.4996084e+00  -9.1053480e-04
  -1.1766262e+00   2.4996024e+00  -9.1146414e-04
  -1.1698310e+00   2.4995962e+00  -9.1416313e-04
  -1.1632333e+00   2.4995902e+00  -9.1836979e-04
  -1.1566335e+00   2.4995841e+00  -9.2105739e-04
  -1.1498313e+00   2.4995778e+00  -9.2373921e-04
  -1.1432267e+00   2.4995717e+00  -9.2748580e-04
  -1.1366197e+00   2.4995655e+00  -9.3219793e-04
  -1.1298104e+00   2.4995591e+00  -9.3780700e-04
  -1.1232013e+00   2.4995529e+00  -9.4408689e-04
  -1.1232013e+00   2.4995529e+00  -9.4408689e-04
  -1.1165948e+00   2.4995466e+00  -9.5059985e-04
  -1.1097930e+00   2.4995400e+00  -9.6786962e-04
  -1.1032115e+00   2.4995335e+00  -1.0080678e-03
  -1.0966200e+00   2.4995269e+00  -1.0341284e-03
  -1.0966200e+00   2.4995269e+00  -1.0341284e-03
  -1.0898293e+00   2.4995199e+00  -1.0318825e-03
  -1.0832384e+00   2.4995131e+00  -1.0293446e-03
  -1.0766463e+00   2.4995063e+00  -1.0290751e-03
  -1.0698523e+00   2.4994993e+00  -1.0304476e-03
  -1.0632559e+00   2.4994925e+00  -1.0333311e-03
  -1.0566572e+00   2.4994856e+00  -1.0373183e-03
  -1.0566572e+00   2.4994856e+00  -1.0373183e-03
  -1.0498564e+00   2.4994786e+00  -1.0389952e-03
  -1.0498564e+00   2.4994786e+00  -1.0389952e-03
  -1.0432532e+00   2.4994717e+00  -1.0418477e-03
  -1.0366475e+00   2.4994648e+00  -1.0457773e-03
  -1.0298393e+00   2.4994577e+00  -1.0507674e-03
  -1.0232297e+00   2.4994507e+00  -1.0564565e-03
  -1.0166217e+00   2.4994436e+00  -1.0625907e-03
  -1.0098167e+00   2.4994364e+00  -1.0707328e-03
  -1.0032201e+00   2.4994289e+00  -1.1047902e-03
  -9.9664648e-01   2.4994220e+00  -1.1474228e-03
  -9.8984795e-01   2.4994140e+00  -1.1517886e-03
  -9.8325627e-01   2.4994064e+00  -1.1469832e-03
  -9.7666500e-01   2.4993989e+00  -1.1455342e-03
  -9.7666500e-01   2.4993989e+00  -1.1455342e-03
  -9.6987225e-01   2.4993911e+00  -1.1457399e-03
  -9.6327713e-01   2.4993835e+00  -1.1474844e-03
  -9.5667969e-01   2.4993760e+00  -1.1507542e-03
  -9.4988008e-01   2.4993681e+00  -1.1534742e-03
  -9.4988008e-01   2.4993681e+00  -1.1534742e-03
  -9.3667388e-01   2.4993529e+00  -1.1585973e-03
  -9.2986692e-01   2.4993450e+00  -1.1629224e-03
  -9.2986692e-01   2.4993450e+00  -1.1629224e-03
  -9.2325805e-01   2.4993372e+00  -1.1679379e-03
  -9.1664876e-01   2.4993295e+00  -1.1738676e-03
  -9.0984178e-01   2.4993214e+00  -1.1803004e-03
  -9.0323927e-01   2.4993135e+00  -1.1939524e-03
  -8.9665392e-01   2.4993054e+00  -1.2422061e-03
  -8.8986624e-01   2.4992970e+00  -1.2776382e-03
  -8.8986624e-01   2.4992970e+00  -1.2776382e-03
  -8.8327478e-01   2.4992886e+00  -1.2727140e-03
  -8.7668392e-01   2.4992802e+00  -1.2698771e-03
  -8.6989220e-01   2.4992716e+00  -1.2690997e-03
  -8.6329830e-01   2.4992632e+00  -1.2698290e-03
  -8.5670218e-01   2.4992549e+00  -1.2720587e-03
  -8.5670218e-01   2.4992549e+00  -1.2720587e-03
  -8.4990371e-01   2.4992462e+00  -1.2758201e-03
  -8.4990371e-01   2.4992462e+00  -1.2758201e-03
  -8.4330319e-01   2.4992378e+00  -1.2771967e-03
  -8.3670022e-01   2.4992293e+00  -1.2796219e-03
  -8.2989461e-01   2.4992206e+00  -1.2832653e-03
  -8.2328683e-01   2.4992121e+00  -1.2877429e-03
  -8.1667734e-01   2.4992036e+00  -1.2930456e-03
  -8.1016262e-01   2.4991962e+00  -1.3360379e-03
  -8.0430586e-01   2.4991941e+00  -1.3962424e-03
  -7.9884119e-01   2.4991956e+00  -2.1331320e-03
  -7.9355929e-01   2.4991872e+00  -4.8733791e-03
  -7.9355929e-01   2.4991872e+00  -4.8733791e-03
  -7.8877343e-01   2.4991588e+00  -1.0028885e-02
  -7.8437385e-01   2.4991048e+00  -1.7661254e-02
  -7.8025296e-01   2.4990159e+00  -2.8584640e-02
  -7.8025296e-01   2.4990159e+00  -2.8584640e-02
  -7.7356315e-01   2.4987401e+00  -5.9456595e-02
  -7.7084551e-01   2.4985536e+00  -8.0747755e-02
  -7.6871351e-01   2.4983594e+00  -1.0515224e-01
  -7.6683976e-01   2.4981396e+00  -1.3143436e-01
  -7.6491528e-01   2.4978616e+00  -1.5852117e-01
  -7.6491528e-01   2.4978616e+00  -1.5852117e-01
  -7.6305466e-01   2.4975420e+00  -1.8481834e-01
  -7.6120247e-01   2.4971734e+00  -2.1112250e-01
  -7.5930432e-01   2.4967426e+00  -2.3823106e-01
  -7.5747322e-01   2.4962753e+00  -2.6454932e-01
  -7.5565456e-01   2.4957599e+00  -2.9087437e-01
  -7.5379553e-01   2.4951789e+00  -3.1800169e-01
  -7.5379553e-01   2.4951789e+00  -3.1800169e-01
  -7.5200806e-01   2.4945674e+00  -3.4432860e-01
  -7.5023909e-01   2.4939102e+00  -3.7064826e-01
  -7.4843916e-01   2.4931863e+00  -3.9774391e-01
  -7.4843916e-01   2.4931863e+00  -3.9774391e-01
  -7.4673215e-01   2.4924466e+00  -4.2389934e-01
  -7.4506293e-01   2.4916704e+00  -4.4993859e-01
  -7.4506293e-01   2.4916704e+00  -4.4993859e-01
  -7.4167033e-01   2.4899252e+00  -5.0332970e-01
  -7.4167033e-01   2.4899252e+00  -5.0332970e-01
  -7.4003574e-01   2.4890002e+00  -5.2962543e-01
  -7.3837740e-01   2.4880024e+00  -5.5672293e-01
  -7.3679383e-01   2.4869910e+00  -5.8302882e-01
  -7.3523685e-01   2.4859380e+00  -6.0934079e-01
  -7.3523685e-01   2.4859380e+00  -6.0934079e-01
  -7.3366161e-01   2.4848102e+00  -6.3645691e-01
  -7.3216182e-01   2.4836745e+00  -6.6278239e-01
  -7.3069168e-01   2.4824992e+00  -6.8911416e-01
  -7.2920889e-01   2.4812473e+00  -7.1624936e-01
  -7.2780170e-01   2.4799934e+00  -7.4259165e-01
  -7.2642706e-01   2.4787019e+00  -7.6893874e-01
  -7.2480837e-01   2.4770951e+00  -7.9673297e-01
  -7.2287765e-01   2.4750718e+00  -8.2347894e-01
  -7.2287765e-01   2.4750718e+00  -8.2347894e-01
  -7.2068204e-01   2.4726477e+00  -8.4813058e-01
  -7.1817159e-01   2.4697398e+00  -8.6965698e-01
  -7.1817159e-01   2.4697398e+00  -8.6965698e-01
  -7.1551118e-01   2.4665371e+00  -8.8540080e-01
  -7.1260618e-01   2.4629439e+00  -8.9587935e-01
  -7.0927752e-01   2.4587553e+00  -9.0218097e-01
  -7.0565693e-01   2.4541569e+00  -9.0505246e-01
  -7.0165622e-01   2.4490576e+00  -9.0564553e-01
  -6.9745927e-01   2.4437072e+00  -9.0560283e-01
  -6.9745927e-01   2.4437072e+00  -9.0560283e-01
  -6.9338451e-01   2.4385130e+00  -9.0556795e-01
  -6.8930891e-01   2.4333189e+00  -9.0554633e-01
  -6.8511020e-01   2.4279680e+00  -9.0554059e-01
  -6.8104056e-01   2.4227814e+00  -9.0561462e-01
  -6.7696959e-01   2.4175915e+00  -9.0567363e-01
  -6.7277301e-01   2.4122409e+00  -9.0572096e-01
  -6.6869962e-01   2.4070468e+00  -9.0577245e-01
  -6.6462654e-01   2.4018525e+00  -9.0581759e-01
  -6.6462654e-01   2.4018525e+00  -9.0581759e-01
  -6.6043086e-01   2.3965014e+00  -9.0584863e-01
  -6.5636193e-01   2.3913123e+00  -9.0583143e-01
  -6.5231128e-01   2.3861482e+00  -9.0560345e-01
  -6.4811929e-01   2.3808048e+00  -9.0555114e-01
  -6.4404795e-01   2.3756155e+00  -9.0551543e-01
  -6.4404795e-01   2.3756155e+00  -9.0551543e-01
  -6.3997575e-01   2.3704255e+00  -9.0547346e-01
  -6.3577847e-01   2.3650766e+00  -9.0542981e-01
  -6.3170309e-01   2.3598834e+00  -9.0538979e-01
  -6.2762693e-01   2.3546897e+00  -9.0535989e-01
  -6.2342716e-01   2.3493388e+00  -9.0534479e-01
  -6.2342716e-01   2.3493388e+00  -9.0534479e-01
  -6.1935221e-01   2.3441474e+00  -9.0535736e-01
  -6.1528577e-01   2.3389662e+00  -9.0548151e-01
  -6.1130187e-01   2.3338934e+00  -9.0367396e-01
  -6.0771143e-01   2.3293476e+00  -9.0113697e-01
  -6.0424578e-01   2.3249747e+00  -9.0019239e-01
  -6.0078403e-01   2.3206103e+00  -9.0050289e-01
  -6.0078403e-01   2.3206103e+00  -9.0050289e-01
  -5.9750521e-01   2.3164701e+00  -9.0171308e-01
  -5.9428186e-01   2.3123872e+00  -9.0347922e-01
  -5.9099831e-01   2.3082120e+00  -9.0547089e-01
  -5.8785483e-01   2.3042004e+00  -9.0749943e-01
