-2.500005 2.500001 0.000007
-2.490553 2.500035 0.006921
-2.483648 2.500082 0.006843
-2.476648 2.500132 0.007207
-2.469740 2.500187 0.008561
-2.466147 2.500215 0.007073
-2.459114 2.500274 0.009549
-2.453883 2.500312 0.004962
-2.445346 2.500352 0.004731
-2.438660 2.500374 0.001809
-2.434805 2.500382 0.002788
-2.427830 2.500382 -0.002669
-2.423875 2.500372 -0.002498
-2.416801 2.500352 -0.003314
-2.410955 2.500337 -0.001805
-2.402029 2.500317 -0.002612
-2.397498 2.500302 -0.003771
-2.388581 2.500237 -0.010272
-2.379700 2.500161 -0.006907
-2.376569 2.500138 -0.008087
-2.370487 2.500082 -0.009973
-2.366179 2.500029 -0.014925
-2.360489 2.499942 -0.015978
-2.353834 2.499844 -0.013551
-2.351296 2.499813 -0.010886
-2.347758 2.499753 -0.022802
-2.342172 2.499628 -0.022338
-2.335150 2.499475 -0.021384
-2.327398 2.499331 -0.015647
-2.320387 2.499200 -0.021618
-2.312273 2.499018 -0.022958
-2.303338 2.498809 -0.023637
-2.299203 2.498704 -0.027007
-2.289577 2.498463 -0.023154
-2.282665 2.498312 -0.020621
-2.277775 2.498209 -0.021385
-2.272455 2.498119 -0.012113
-2.263664 2.498040 -0.005790
-2.254761 2.497979 -0.007936
-2.250868 2.497948 -0.007593
-2.243799 2.497913 -0.002470
-2.241224 2.497906 -0.002537
-2.232195 2.497873 -0.005298
-2.231634 2.497868 -0.009117
-2.222609 2.497759 -0.015189
-2.214931 2.497623 -0.020022
-2.209588 2.497501 -0.025759
-2.202098 2.497308 -0.025654
-2.194475 2.497106 -0.027386
-2.187704 2.496939 -0.021871
-2.177520 2.496739 -0.017634
-2.171197 2.496650 -0.010974
-2.169474 2.496631 -0.010229
-2.162765 2.496557 -0.011588
-2.152725 2.496440 -0.012222
-2.144042 2.496343 -0.010095
-2.134240 2.496244 -0.010125
-2.128063 2.496195 -0.005658
-2.119491 2.496161 -0.002341
-2.109253 2.496171 0.004587
-2.104927 2.496197 0.006826
-2.097432 2.496234 0.003056
-2.088234 2.496258 0.002369
-2.079455 2.496269 0.000260
-2.072660 2.496262 -0.002679
-2.066847 2.496255 0.000288
-2.058426 2.496235 -0.005401
-2.051130 2.496190 -0.006641
-2.045595 2.496149 -0.008100
-2.037707 2.496078 -0.010241
-2.030013 2.496016 -0.006054
-2.022529 2.495980 -0.003523
-2.015375 2.495936 -0.008762
-2.008005 2.495885 -0.004925
-2.000120 2.495818 -0.012063
-1.992299 2.495735 -0.008816
-1.986889 2.495695 -0.005867
-1.980014 2.495664 -0.003672
-1.974892 2.495651 -0.001071
-1.967142 2.495660 0.003388
-1.958790 2.495683 0.001681
-1.949850 2.495710 0.004194
-1.942126 2.495775 0.012680
-1.934115 2.495868 0.010585
-1.925714 2.495957 0.010177
-1.919734 2.496011 0.008023
-1.914016 2.496046 0.004365
-1.905421 2.496065 0.000100
-1.900695 2.496067 0.001034
-1.896022 2.496082 0.005348
-1.885241 2.496134 0.004311
-1.879498 2.496145 -0.000552
-1.871306 2.496167 0.006351
-1.861834 2.496244 0.009938
-1.857290 2.496288 0.009596
-1.848756 2.496388 0.013734
-1.843112 2.496462 0.012591
-1.835758 2.496551 0.011239
-1.828351 2.496640 0.012867
-1.823056 2.496720 0.017725
-1.814415 2.496857 0.014047
-1.808233 2.496955 0.017782
-1.801991 2.497066 0.017794
-1.797264 2.497153 0.019323
-1.789113 2.497328 0.023231
-1.780638 2.497520 0.022009
-1.773221 2.497685 0.022808
-1.766964 2.497840 0.026461
-1.760819 2.498009 0.028473
-1.756979 2.498120 0.029381
-1.747116 2.498401 0.027786
-1.738676 2.498634 0.027214
-1.731305 2.498852 0.031683
-1.726838 2.498992 0.031269
-1.721126 2.499181 0.034801
-1.714227 2.499416 0.033098
-1.708257 2.499624 0.036491
-1.702713 2.499835 0.039442
-1.696327 2.500070 0.034114
-1.689898 2.500293 0.035624
-1.684169 2.500509 0.039457
-1.681697 2.500615 0.046239
-1.675228 2.500923 0.048244
-1.671436 2.501102 0.046043
-1.662938 2.501502 0.048191
-1.654238 2.501898 0.042692
-1.644826 2.502299 0.042485
-1.640402 2.502487 0.042693
-1.631892 2.502842 0.040814
-1.627442 2.503020 0.039044
-1.619997 2.503316 0.040518
-1.610922 2.503674 0.038580
-1.602755 2.503978 0.035911
-1.593103 2.504319 0.034748
-1.583557 2.504639 0.032443
-1.577907 2.504826 0.033215
-1.572347 2.505024 0.038051
-1.564008 2.505305 0.029225
-1.557163 2.505502 0.027893
-1.546191 2.505805 0.027351
-1.541631 2.505932 0.028114
-1.537250 2.506060 0.030587
-1.529008 2.506307 0.029218
-1.523576 2.506471 0.031409
-1.517697 2.506663 0.033585
-1.508359 2.506997 0.037650
-1.500212 2.507309 0.038722
-1.494688 2.507532 0.041917
-1.487666 2.507826 0.041697
-1.484500 2.507959 0.042055
-1.478833 2.508185 0.037774
-1.471609 2.508485 0.045360
-1.466446 2.508707 0.040709
-1.461463 2.508909 0.039811
-1.455555 2.509133 0.035820
-1.450471 2.509330 0.041638
-1.443187 2.509612 0.035572
-1.436130 2.509854 0.033044
-1.432273 2.509978 0.031410
-1.426757 2.510157 0.033323
-1.418075 2.510479 0.040606
-1.412258 2.510706 0.037178
-1.406783 2.510915 0.039236
-1.398974 2.511213 0.036841
-1.392344 2.511461 0.037635
-1.387643 2.511647 0.041360
-1.382692 2.511851 0.041050
-1.374340 2.512182 0.038387
-1.370060 2.512338 0.033998
-1.364651 2.512509 0.029524
-1.357781 2.512697 0.025042
-1.349882 2.512873 0.019937
-1.344417 2.512984 0.020905
-1.337098 2.513135 0.020424
-1.330639 2.513267 0.020415
-1.322281 2.513432 0.019303
-1.318096 2.513522 0.023677
-1.312802 2.513640 0.021469
-1.304482 2.513789 0.014318
-1.301029 2.513853 0.023060
-1.291059 2.514066 0.019155
-1.286251 2.514138 0.010444
-1.281300 2.514194 0.012281
-1.273225 2.514297 0.013331
-1.261271 2.514449 0.011967
-1.253611 2.514552 0.015031
-1.245216 2.514692 0.018484
-1.239201 2.514819 0.023615
-1.231536 2.514997 0.022565
-1.222969 2.515183 0.020799
-1.218389 2.515281 0.022207
-1.209459 2.515453 0.016490
-1.200696 2.515609 0.018978
-1.197185 2.515673 0.017850
-1.191265 2.515783 0.019249
-1.183115 2.515941 0.019408
-1.176310 2.516081 0.021867
-1.170477 2.516207 0.021503
-1.167347 2.516275 0.021869
-1.158659 2.516447 0.017701
-1.152086 2.516572 0.020314
-1.145639 2.516709 0.022232
-1.140487 2.516825 0.022598
-1.131718 2.517000 0.017028
-1.126397 2.517083 0.014166
-1.120652 2.517154 0.010367
-1.114146 2.517219 0.009879
-1.104359 2.517319 0.010208
-1.095686 2.517393 0.006585
-1.087078 2.517449 0.006256
-1.083131 2.517480 0.009880
-1.077083 2.517543 0.011257
-1.071347 2.517611 0.012493
-1.068284 2.517655 0.016759
-1.063001 2.517757 0.021393
-1.057198 2.517895 0.026412
-1.053707 2.517994 0.029852
-1.049496 2.518125 0.032633
-1.044578 2.518283 0.031825
-1.036289 2.518560 0.035127
-1.032772 2.518688 0.037500
-1.027325 2.518893 0.037705
-1.019171 2.519174 0.030775
-1.012554 2.519365 0.027515
-1.005497 2.519562 0.028469
-0.998833 2.519769 0.033292
-0.990270 2.520062 0.035204
-0.983878 2.520273 0.030958
-0.977071 2.520466 0.025568
-0.973341 2.520568 0.028979
-0.965468 2.520777 0.023935
-0.956553 2.520991 0.023834
-0.956654 2.520988 0.024371
-0.947250 2.521207 0.021693
-0.942076 2.521306 0.016599
-0.934422 2.521423 0.014282
-0.930123 2.521489 0.015793
-0.922889 2.521596 0.013978
-0.917669 2.521664 0.011951
-0.909808 2.521745 0.008885
-0.898465 2.521818 0.003675
-0.890926 2.521839 0.001626
-0.883710 2.521853 0.002221
